시군명,시설구분명,시장명,전화번호,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
안양시,대규모점포,(주)현대종합시장상가,,14112,경기도 안양시 동안구 흥안대로133번길 34 (호계동),경기도 안양시동안구 호계동 997호   ,37.3724745,126.9592023
여주시,대규모점포,(주)신세계사이먼 여주점,,12646,경기도 여주시 명품로 360,경기도 여주시 상거동 15-1번지,37.2406600157,127.6122725791
오산시,대규모점포,(주)이마트 오산점,,447-060,경기도 오산시 경기대로 181 (원동),경기도 오산시 원동 360번지 6호,37.1406613919,127.0727160262
의정부시,대규모점포,롯데마트의정부점,,480859,경기도 의정부시 산단로76번길 116 (용현동),경기도 의정부시 용현동 527번지 1호,37.7427811284,127.0842721080
안산시,대규모점포,홈플러스(주)안산고잔점,,425-807,경기도 안산시 단원구 광덕대로 175 (고잔동),경기도 안산시 단원구 고잔동 707번지 2호,37.3119141209,126.8289385051
안산시,대규모점포,로데오프라자,,15464,경기도 안산시 단원구 광덕4로 234 (고잔동),경기도 안산시단원구 고잔동 729번지 3호,37.3143429,126.8384962
시흥시,대규모점포,홈플러스(주)시화점,,15081,경기도 시흥시 희망공원로 269 (정왕동),경기도 시흥시 정왕동 2166번지 4호,37.3452082082,126.7252373690
화성시,대규모점포,마도공구유통상가,,18542,경기도 화성시 마도면 마도공단로1길 8,경기도 화성시 마도면 쌍송리 662호,37.1862690183,126.7901691634
성남시,대규모점포,뉴코아 모란점,,462130,경기도 성남시 중원구 성남대로 1136 (성남동),경기도 성남시 중원구 성남동 3499번지,37.4313096353,127.1297776120
하남시,대규모점포,홈플러스(주) 경기하남점,,465-821,"경기도 하남시 하남대로 747 (신장동, 홈플러스 하남점)",경기도 하남시 신장1동 570번지,37.5380094975,127.2126504319
수원시,대규모점포,뉴코아,,16470,경기도 수원시 팔달구 중부대로34번길 15 (인계동),경기도 수원시팔달구 인계동 754번지 1호,37.2744398254,127.0211580058
안양시,대규모점포,육동시장,,14033,경기도 안양시 만안구 수리산로47번길 38 (안양동),경기도 안양시만안구 안양동 434번지 3   호   ,37.3905255,126.9301706
,대규모점포,엘지마트시화점,,,,   호   ,,
수원시,대규모점포,지동시장,,16243,,경기도 수원시팔달구 지동 402호   ,,
김포시,대규모점포,홈플러스(주) 김포풍무점,,415-070,경기도 김포시 풍무로 167 (풍무동),경기도 김포시 풍무동 38번지 1호 외4필지,37.6099629669,126.7241192870
의정부시,대규모점포,제이유백화점,,11697,경기도 의정부시 평화로 472 (의정부동),경기도 의정부시 의정부동 100번지 1호,37.7339850,127.0483725
안산시,대규모점포,안산제일종합시장,,15220,경기도 안산시 단원구 선이로 14 (선부동),경기도 안산시단원구 선부동 1028호,37.3422839,126.8035757
광명시,대규모점포,파보레쇼핑몰,,14237,경기도 광명시 철산로 4 (철산동),경기도 광명시 철산동 261호   ,37.4751822,126.8670629
수원시,대규모점포,(주)지에스리테일 수원장안점,,16336,경기도 수원시 장안구 이목로 24-3,경기도 수원시 장안구 정자동 600번지 28호 B01호,37.3096123577,126.9847447316
이천시,대규모점포,롯데쇼핑(주) 롯데마트 이천점,,17372,"경기도 이천시 구만리로 191 (안흥동, 롯데캐슬 골드스카이)",경기도 이천시 안흥동 474번지 롯데캐슬 골드스카이,37.2748947727,127.4545991839
부천시,대규모점포,중동한신코아,,14581,,경기도 부천시 원미구중동 1183호,37.4958874403,126.7704383872
수원시,대규모점포,타임빌라스 수원,,16621,"경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰수원점)",경기도 수원시 권선구 서둔동 381번지 롯데몰수원점,37.2641013965,126.9973705173
화성시,대규모점포,이마트 봉담점,,445893,경기도 화성시 봉담읍 효행로 278,경기도 화성시 봉담읍 동화리 133번지 1호 외 25필지,37.2225812710,126.9720930168
안양시,대규모점포,(주)이마트에브리데이 비산동점,,431-816,"경기도 안양시 동안구 학의로 20, 1동 지하층 제1호 (비산동, 관악타운 종합상가 )",경기도 안양시 동안구 부흥동 1102번지 관악타운 종합상가 제1동 제지하층 제1호,37.3934515250,126.9433880666
수원시,대규모점포,풍성상가,,16398,경기도 수원시 권선구 금호로15번길 15 (금곡동),경기도 수원시권선구 금곡동 262번지 10호   ,37.2698294831,126.9535705799
성남시,대규모점포,홈플러스(주) 익스프레스 푸른마을점,,463023,경기도 성남시 분당구 불정로 255 (수내동),경기도 성남시 분당구 수내3동 83번지 3호,37.3668679730,127.1263474332
부천시,대규모점포,부천역사쇼핑몰,,14637,경기도 부천시 소사구 부천로 1 (심곡본동),경기도 부천시 소사구심곡본동 316번지 2호,37.4840373391,126.7826449277
성남시,대규모점포,판교시장,,13609,경기도 성남시 분당구 내정로113번길 4 (정자동),경기도 성남시분당구 정자동 54번지 1호   ,37.3705916,127.1147706
고양시,대규모점포,롯데쇼핑(주) 롯데마트 주엽점,,10379,"경기도 고양시 일산서구 중앙로 1496 (주엽동, 문촌마을11단지아파트)",경기도 고양시일산서구 주엽동 15호,37.6731569387,126.7552122529
부천시,대규모점포,(주)현대백화점 중동점,,14546,경기도 부천시 원미구 길주로 180 (중동),경기도 부천시 원미구중동 1164번지,37.5043171668,126.7620745903
파주시,대규모점포,문산시장,,10823,경기도 파주시 문산읍 문산로26번길 14,경기도 파주시 문산읍 문산리 10-92호,37.8567203,126.7816543
수원시,대규모점포,(주)지에스리테일 GS 수퍼 수원매탄점,,443751,,경기도 수원시 영통구 매탄3동 신매탄위브하늘채아파트 303상가 제비동동 제지호,,
수원시,대규모점포,임광종합상가,,16546,,경기도 수원시영통구 매탄동 1162호   ,37.2559872171,127.0390583288
부천시,대규모점포,원종중앙시장,,14430,경기도 부천시 오정구 성오로124번길 47 (원종동),경기도 부천시 오정구원종동 209번지 5호,37.5250673582,126.8023173448
수원시,대규모점포,새수원리빙타운,,16426,경기도 수원시 권선구 수성로 18 (구운동),경기도 수원시권선구 구운동 463호   ,37.2808468090,126.9760180370
성남시,대규모점포,(주) 세이브존 아이엔시 성남점,,13272,경기도 성남시 수정구 산성대로 337 (신흥동),경기도 성남시수정구 신흥동 2463-5호,37.4439089,127.1532896
군포시,대규모점포,트레이더스 홀세일 클럽 군포점,,15874,경기도 군포시 삼성로 74 (부곡동),경기도 군포시 부곡동 1227번지 1호,37.3401656582,126.9346146370
수원시,대규모점포,한국까르푸(주) 원천점,,16513,경기도 수원시 영통구 중부대로 437 (원천동),경기도 수원시영통구 원천동 177번지 1호,37.2700608855,127.0636056648
시흥시,대규모점포,롯데마켓 999 시흥정왕역점,,429452,경기도 시흥시 오동마을로 14 (정왕동),경기도 시흥시 정왕2동 2319번지 3호   101호,37.3526092,126.7430521
성남시,대규모점포,야탑에이스코아시장,,13520,경기도 성남시 분당구 야탑로 64 (야탑동),경기도 성남시분당구 야탑동 502호,37.4093872,127.1257394
성남시,대규모점포,홈플러스(주) 야탑점,,13497,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시분당구 야탑동 341호,37.4130939326,127.1272456048
고양시,대규모점포,(주)이마트에브리데이 일산동점,,411850,경기도 고양시 일산서구 원일로 69 (일산동),경기도 고양시 일산서구 일산동 606번지 1호 시티프라자 1층,37.6867340,126.7701542
고양시,대규모점포,(주)이마트 덕이점,,411450,경기도 고양시 일산서구 경의로 798 (덕이동),경기도 고양시일산서구 덕이동 203번지,37.6884620,126.7602627
화성시,대규모점포,롯데쇼핑(주)롯데슈퍼 신향남점,,18603,경기도 화성시 향남읍 행정중앙1로 14 (제이에스플라자),경기도 화성시 향남읍 행정리 462-5번지 제이에스플라자,37.1258784228,126.9163319652
화성시,대규모점포,(주)평해종합건설,,18298,경기도 화성시 봉담읍 와우안길 109,경기도 화성시 봉담읍 동화리 139-1호   ,37.2214721830,126.9720105737
남양주시,대규모점포,(주)이마트 다산점,,,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",경기도 남양주시 다산동 4001번지 29호,,
파주시,대규모점포,팜스프링상가,,,경기도 파주시 송화로 13 (금촌동),경기도 파주시 아동동 산6-1호,,
수원시,대규모점포,(주)이마트 서수원점,,441-819,경기도 수원시 권선구 수인로 291 (구운동),경기도 수원시 권선구 구운동 925번지,37.2826692976,126.9703199061
용인시,대규모점포,(주)이마트 동백점,,446-528,경기도 용인시 기흥구 동백죽전대로 444 (중동),경기도 용인시 기흥구 중동 833번지,37.2779963615,127.1515897965
남양주시,대규모점포,LG마트 덕소점,,12211,경기도 남양주시 와부읍 월문천로 33 (덕소리),경기도 남양주시 와부읍 덕소리 501-3호,37.5845947,127.2145048
광명시,대규모점포,GS수퍼마켓 광명점,,14280,"경기도 광명시 도덕로 33, 유.자.인.주상복합아파트 1층 (광명동)",경기도 광명시 광명동 739-8 유.자.인.주상복합아파트,37.4685627561,126.8515487368
성남시,대규모점포,이천일아울렛 분당점,,13630,"경기도 성남시 분당구 미금일로154번길 20, 2001아울렛 (구미동)",경기도 성남시 분당구 구미동 11번지 4호 2001아울렛,37.3490770543,127.1074648235
광명시,대규모점포,코스트코 홀세일 광명점,,423090,"경기도 광명시 일직로 40 (일직동, costco 광명점)",경기도 광명시 일직동 163번지 3호,37.4206292,126.8864001
광명시,대규모점포,철산중앙시장,,14239,,경기도 광명시 철산동 440호,37.4747894,126.8703195
구리시,대규모점포,비앤큐 홈(구리점),,11915,"경기도 구리시 동구릉로136번길 57, 아울렛동 (인창동)",경기도 구리시 인창동 430호  아울렛,37.6126971,127.1408759
성남시,대규모점포,분당 현대시장,,463050,경기도 성남시 분당구 중앙공원로40번길 8 (서현동),경기도 성남시 분당구 서현동 94번지,37.3796402,127.1301507
고양시,대규모점포,현대백화점 킨텍스점,,10391,경기도 고양시 일산서구 호수로 817 (대화동),경기도 고양시 일산서구 대화동 2602번지,37.6679786706,126.7516242854
군포시,대규모점포,이-마트 산본점,,15865,경기도 군포시 산본로 347 (산본동),경기도 군포시 산본동 호,37.3610272,126.9314520
성남시,대규모점포,동신종합시장,,13599,경기도 성남시 분당구 돌마로 361 (수내동),경기도 성남시분당구 수내동 63번지 2   호   ,37.3705296,127.1228763
성남시,대규모점포,홈플러스(주) 익스프레스 서현점,,463050,경기도 성남시 분당구 불정로 382 (서현동),경기도 성남시 분당구 서현동 306번지 1호,37.3741184264,127.1370959794
안양시,대규모점포,주식회사 부방유통,,13954,"경기도 안양시 동안구 관악대로 104, 부방유통 (비산동)",경기도 안양시 동안구 비산동 411-8 부방유통,37.3983346986,126.9353077463
수원시,대규모점포,롯데쇼핑(주) 롯데마트 영통점,,16703,경기도 수원시 영통구 봉영로 1579 (영통동),경기도 수원시영통구 영통동 960번지 1호,37.2527384461,127.0716666812
의정부시,대규모점포,롯데쇼핑(주) 롯데슈퍼 의정부2동점,,480849,경기도 의정부시 범골로146번길 22 (의정부동),경기도 의정부시 의정부2동 556번지 8호,37.7347894,127.0411806
화성시,대규모점포,홈플러스(주)화성동탄점,,445-160,경기도 화성시 동탄중앙로 200 (반송동),경기도 화성시 반송동 98번지,37.2032386960,127.0681376612
고양시,대규모점포,뉴삼창마트,,10414,,"경기도 고양시일산동구 마두동 802,3호",,
안양시,대규모점포,한양프라자 평촌점,,431050,경기도 안양시 동안구 달안로 62 (비산동),경기도 안양시동안구 비산동 1109번지,37.3951131,126.9499515
성남시,대규모점포,분당우성시장,,13589,경기도 성남시 분당구 중앙공원로40번길 42 (서현동),경기도 성남시분당구 서현동 94번지 3   호   ,37.3782235,127.1321016
고양시,대규모점포,롯데쇼핑(주) 롯데슈퍼 일산후곡점,,411827,경기도 고양시 일산서구 일산로 541 (일산동),경기도 고양시 일산서구 일산3동 1084번지 1호,37.6773769,126.7675763
양주시,대규모점포,(주)LF네트웍스 양주점,,482170,경기도 양주시 평화로 1593 (회정동),경기도 양주시 회정동 453번지 19호,37.8313130,127.0522943
성남시,대규모점포,코코프라자시장,,13591,경기도 성남시 분당구 서현로210번길 20 6호 (서현동),경기도 성남시분당구 서현동 248-5.6호   ,37.3858636,127.1240750
구리시,대규모점포,롯데쇼핑(주)구리점,,471040,경기도 구리시 경춘로 261 (인창동),경기도 구리시 동구동 677번지,37.6026921337,127.1437935543
부천시,대규모점포,(주)지에스리테일GS수퍼 부천송내점,,422-819,경기도 부천시 소사구 경인로 82 (송내동),경기도 부천시 소사구 송내2동 389번지 5호,37.4835012694,126.7643605526
안양시,대규모점포,안양중앙지하도 상가,,13992,,경기도 안양시만안구 안양동 1189번지 1호,37.3965500,126.9250376
화성시,대규모점포,(주)이마트동탄점,,445-170,경기도 화성시 동탄중앙로 376 (석우동),경기도 화성시 석우동 44번지,37.2144396098,127.0796825662
연천군,대규모점포,롯데슈퍼전곡점,,11028,경기도 연천군 전곡읍 전곡로 187-1,경기도 연천군 전곡읍 은대리 566번지,38.0282034881,127.0662909397
하남시,대규모점포,부영아파트상가,,12944,"경기도 하남시 대청로 119-1, 부영아파트상가동 (창우동)",경기도 하남시 창우동 518 부영아파트상가동,37.5396820154,127.2261367922
,대규모점포,이마트 화성봉담점,,,효행로  278,133번지 1호,,
파주시,대규모점포,파주 농수산물 물류센타,,10848,경기도 파주시 검산로 301-22 (검산동),경기도 파주시 검산동 448번지 2호,37.7986923,126.7386817
고양시,대규모점포,롯데쇼핑(주) 롯데마트 고양점,,,,경기도 고양시 덕양구 행신동 941 외 944번지,,
성남시,대규모점포,홈플러스(주) 익스프레스 분당점,,13583,경기도 성남시 분당구 장안로 39 (분당동),경기도 성남시 분당구 분당동 90-1번지,37.3704636672,127.1434601531
광주시,대규모점포,(주) 이마트 경기광주점,,464-801,경기도 광주시 광주대로 30 (경안동),경기도 광주시 경안동 20번지 46호,37.4095555385,127.2612452109
김포시,대규모점포,트레이더스 홀세일클럽 김포점,,10113,경기도 김포시 김포대로 715(풍무동),경기도 김포시 풍무동 884 트레이더스 김포점,37.6124589133,126.7308914973
성남시,대규모점포,한솔프라자시장,,13612,경기도 성남시 분당구 내정로17번길 2 (정자동),경기도 성남시분당구 정자동 127번지 3호   ,37.3618431,127.1144416
부천시,대규모점포,홈플러스(주)익스프레스오정점,,421-815,경기도 부천시 오정구 오정로 246 (오정동),경기도 부천시 오정구 오정동 543번지 1호,37.5293337946,126.7862404361
수원시,대규모점포,북수원 패션아울렛,,16295,경기도 수원시 장안구 경수대로 950 (조원동),경기도 수원시장안구 조원동 893호,37.3035437598,127.0075005776
성남시,대규모점포,한신코아백화점성남점,,13272,경기도 성남시 수정구 산성대로 337 (신흥동),경기도 성남시수정구 신흥동 2463번지 5   호,37.4439089,127.1532896
안성시,대규모점포,(주)이마트 안성점,,456-240,경기도 안성시 중앙로 246 (석정동),경기도 안성시 석정동 149번지 3호,37.0127265766,127.2559163951
광명시,대규모점포,맥슨컨설팅,,14306,경기도 광명시 하안로288번길 15 (하안동),경기도 광명시 하안동 61번지 1   호,37.4621241,126.8812380
수원시,대규모점포,롯데쇼핑(주) 롯데슈퍼 우만점,,16240,경기도 수원시 팔달구 중부대로143번길 39 (우만동),경기도 수원시 팔달구 우만동 559-7번지,37.2799822031,127.0321325369
김포시,대규모점포,농협중앙회 하나로클럽 김포점,,,,경기도 김포시 운양동 124-1호,37.6467100,126.6976590
안성시,대규모점포,롯데쇼핑(주)롯데마트안성점,,17558,,경기도 안성시 공도읍 양기리 산2번지 13호,,
파주시,대규모점포,신세계 이마트 파주점,,10866,경기도 파주시 당하길 10 (당하동),경기도 파주시 교하읍 당하리 195번지 5호   ,37.7468166,126.7514605
안성시,대규모점포,(주)지에스리테일 안성점,,456060,경기도 안성시 중앙로 430 (영동),경기도 안성시 영동 410번지 외4필지,37.0060524,127.2742908
안양시,대규모점포,샤크존,,14047,경기도 안양시 동안구 평촌대로243번길 30 (비산동),경기도 안양시동안구 비산동 1110번지 1호   ,37.3927448,126.9529796
부천시,대규모점포,롯데쇼핑(주)롯데슈퍼 송내점,,14721,경기도 부천시 경인로 71,경기도 부천시 소사구송내동 352호   ,37.4843329192,126.7633004862
수원시,대규모점포,세류종합상가(주),,441110,"경기도 수원시 권선구 세권로43번길 26-6 (세류동,외 1필지)",경기도 수원시 권선구 세류동 1255번지 외 1필지,37.2597466480,127.0100300771
구리시,대규모점포,남양종합시장,,11932,,경기도 구리시 수택동 481호   ,37.5963137,127.1439822
안성시,대규모점포,안성축산농협 하나로마트,,456280,경기도 안성시 안성맞춤대로 833 (계동),경기도 안성시 계동 85번지 3호,36.9886134,127.2677701
평택시,대규모점포,뉴코아아울렛평택점,,17885,경기도 평택시 경기대로 279 (비전동),경기도 평택시 비전동 830호   ,36.9953821,127.1124999
구리시,대규모점포,롯데쇼핑(주)롯데마켓999 수택점,,471815,경기도 구리시 체육관로 170 (수택동),경기도 구리시 수택1동,37.5997012,127.1363677
안산시,대규모점포,(주)군자포커스프라자,,425130,경기도 안산시 단원구 화랑로 32 (원곡동),경기도 안산시단원구 원곡동 762번지,37.3314765,126.7958864
파주시,대규모점포,(주)이마트파주점,,413-835,경기도 파주시 당하길 10 (당하동),경기도 파주시 교하읍 야당1리 195번지 5호,37.7469662690,126.7510452244
광명시,대규모점포,세이브존 광명점,,14243,"경기도 광명시 철망산로 87 (철산동, 세이브존)",경기도 광명시 철산동 367번지,37.4703331155,126.8773741251
수원시,대규모점포,The SAY,,442140,"경기도 수원시 팔달구 수원천로231번길 3 (구천동,외 3필지)",경기도 수원시팔달구 구천동 10번지 24호 외 3필지,37.2743215061,127.0186547015
군포시,대규모점포,홈플러스(주)익스프레스 산본점,,435-040,경기도 군포시 고산로 691 (산본동),경기도 군포시 산본동 1060번지 2호,37.3717868808,126.9348065761
안성시,대규모점포,시농마트,,,,경기도 안성시 당왕동 475외5필지호   ,,
의정부시,대규모점포,의정부역지하상가,,11696,경기도 의정부시 시민로 지하 100 (의정부동),경기도 의정부시 의정부동 99-6호   ,37.7360113,127.0505178
용인시,대규모점포,롯데쇼핑(주) 롯데마트 수지점,,16923,경기도 용인시 기흥구 진산로 116 (보정동),경기도 용인시기흥구 보정동 266번지 4호,37.3207069163,127.0993871783
성남시,대규모점포,단대마트시장,,462241,,경기도 성남시 중원구 금광1동 10번지,37.4445515,127.1580144
성남시,대규모점포,롯데슈퍼 야탑2점,,463827,"경기도  매화로 41, 금강빌딩 B1층층",경기도 성남시 분당구 야탑동 382번지 7호,37.4112530,127.1335137
부천시,대규모점포,홈플러스(주)익스프레스부천중동2점,,420-021,경기도 부천시 원미구 중동로248번길 52 (중동),경기도 부천시 원미구 중1동 1145번지 2호,37.5011857135,126.7716313138
수원시,대규모점포,홈플러스(주) 북수원점,,440-201,경기도 수원시 장안구 경수대로 930 (조원동),경기도 수원시 장안구 조원1동 896번지,37.3027649664,127.0088032891
부천시,대규모점포,(주)GS리테일GS스퀘어부천점,,14548,경기도 부천시 원미구 길주로 300 (중동),경기도 부천시 원미구중동 1140호   ,37.5025517408,126.7753741701
부천시,대규모점포,뉴코아 부천점,,420-031,경기도 부천시 원미구 송내대로 239 (상동),경기도 부천시 원미구 상1동 539번지 1호,37.5041752477,126.7566905848
수원시,대규모점포,삼성홈플러스영통점,,16704,경기도 수원시 영통구 봉영로 1576 (영통동),경기도 수원시영통구 영통동 994번지 2   호,37.2518134073,127.0726078415
안산시,대규모점포,서울프라자,,15368,경기도 안산시 단원구 삼일로 310 (선부동),경기도 안산시단원구 선부동 1077호,37.3337292,126.8120499
안양시,대규모점포,안양국제유통단지,,431763,"경기도 안양시 동안구 엘에스로 92 (호계동, 안양국제유통단지)",경기도 안양시 동안구 호계동 555번지 9호,37.3715256,126.9520679
하남시,대규모점포,코스트코 홀세일 하남점,,12938,"경기도 하남시 미사강변중앙로 40, 코스트코 홀세일 하남점 (풍산동)",경기도 하남시 풍산동 609 코스트코 홀세일 하남점,37.5503650220,127.1938892987
성남시,대규모점포,분당종합시장,,,,"경기도 성남시분당구 수내동 83-1,2호호   ",,
수원시,대규모점포,롯데쇼핑(주) 롯데슈퍼 수원세류점,,,경기도 수원시 권선구 세류로 328-8 (세류동),,,
하남시,대규모점포,현대상가,,12953,,경기도 하남시 신장동 528호   ,37.5395104,127.2190277
부천시,대규모점포,롯데슈퍼 중동점,,420-777,경기도 부천시 원미구 신흥로 190-1 (중동),경기도 부천시 원미구 중2동 1107번지 위브더스테이트아파트,37.5014224074,126.7778853607
평택시,대규모점포,롯데슈퍼 주식회사 미친데이 안중점,,451885,경기도 평택시 안중읍 안중믿음길 50-6,경기도 평택시 안중읍 현화리 323번지 1호,36.9852830383,126.9217227091
고양시,대규모점포,두진레이크,,412290,경기도 고양시 일산서구 중앙로 1391-0 (주엽동),경기도 고양시 일산서구 주엽동 83번지,37.6677395,126.7645465
김포시,대규모점포,이마트 에브리데이 김포구래점,,10063,"경기도 김포시 김포한강4로420번길 88, 슈퍼스타타워(101호 외 4개실) (구래동)",경기도 김포시 구래동 6874번지 23호,37.6506554439,126.6331667826
안양시,대규모점포,홈플러스(주)익스프레스 안양석수점,,430-853,경기도 안양시 만안구 충훈로 88 (석수동),경기도 안양시 만안구 석수3동 787번지 3호,37.4078445118,126.8988182145
남양주시,대규모점포,(주)이마트 남양주점,,472-120,경기도 남양주시 늘을2로 27 (호평동),경기도 남양주시 호평동 637번지,37.6550117034,127.2430819510
군포시,대규모점포,디퍼의류타운,,15818,경기도 군포시 산본천로 99 (산본동),경기도 군포시 산본동 1096번지 2호,37.3633074,126.9325674
시흥시,대규모점포,롯데슈퍼 대야가맹점,,429010,경기도 시흥시 대골안길 41 (대야동),경기도 시흥시 대야동 472호,37.4457385,126.7886334
용인시,대규모점포,월마트코리아(주)구성점,,16907,경기도 용인시 기흥구 용구대로 2457 (보정동),경기도 용인시기흥구 보정동 1019-237호 외31필지,37.3049883,127.1049955
성남시,대규모점포,홈플러스(주) 익스프레스 수진점,,461-180,경기도 성남시 수정구 수정로 140 (수진동),경기도 성남시 수정구 수진동 2번지,37.4417929787,127.1357061317
성남시,대규모점포,미래타운제1종합시장,,13587,경기도 성남시 분당구 불정로386번길 10 (서현동),경기도 성남시분당구 서현동 307호   ,37.3731173,127.1379296
용인시,대규모점포,동양마트,,17070,경기도 용인시 기흥구 중부대로 682 (상하동),경기도 용인시기흥구 상하동 351호   ,37.2658530,127.1360242
안성시,대규모점포,롯데쇼핑(주)롯데마트안성점,,456824,경기도 안성시 공도읍 서동대로 4478,경기도 안성시 공도읍 양기리 산 2번지 13호,37.0078825813,127.1994840903
수원시,대규모점포,세류시장,,16575,,경기도 수원시권선구 세류동 351호,37.2597376311,127.0097583727
안성시,대규모점포,스타필드 안성,,17563,경기도 안성시 공도읍 서동대로 3980,경기도 안성시 공도읍 진사리 354번지 외 17필지,36.9945235041,127.1471670216
용인시,대규모점포,농협 하나로클럽 기흥점,,446515,경기도 용인시 기흥구 중부대로 682 (상하동),경기도 용인시 기흥구 상하동 351번지,37.2658530,127.1360242
과천시,대규모점포,(주)지에스리테일 과천8점,,427804,경기도 과천시 부림로 2 (부림동),경기도 과천시 부림동 41번지 복합상가 제라동,37.4346249039,126.9995782585
의정부시,대규모점포,미즘,,11694,경기도 의정부시 태평로 76 (의정부동),"경기도 의정부시 의정부동 125-5,6호",37.7392362,127.0519267
성남시,대규모점포,종합시장,,,,경기도 성남시수정구 신흥동 4124호,37.4412234,127.1464025
수원시,대규모점포,롯데쇼핑(주) 롯데슈퍼 수원경기대점,,16213,경기도 수원시 장안구 광교산로 138 (연무동),경기도 수원시 장안구 연무동 7-3번지,37.2996789247,127.0301939431
부천시,대규모점포,(주)GS리테일GS스퀘어부천점,,14548,경기도 부천시 원미구 길주로 300 (중동),경기도 부천시 원미구중동 1140호   ,37.5025517408,126.7753741701
성남시,대규모점포,상지시장,,13597,경기도 성남시 분당구 내정로165번길 38 (수내동),경기도 성남시분당구 수내동 32호   ,37.3762572,127.1166532
여주시,대규모점포,2000마트,,12633,경기도 여주시 세종로 173-45,경기도 여주시 홍문동 401번지 ,37.2835542,127.6374429
광명시,대규모점포,프라임아울렛,,14237,경기도 광명시 철산로 4 (철산동),경기도 광명시 철산동 261호   ,37.4751822,126.8670629
안산시,대규모점포,라성프라자,,15382,"경기도 안산시 단원구 화랑로 103, 라성프라자 (원곡동)",경기도 안산시 단원구 원곡동 846번지 3호 라성프라자,37.3271153779,126.8009643668
안양시,대규모점포,안양중앙시장,,14001,경기도 안양시 만안구 냉천로 196 (안양동),경기도 안양시만안구 안양동 676번지 44호   ,37.3975283,126.9195367
광명시,대규모점포,철산중앙시장,,14239,"경기도 광명시 철산로30번길 15 (철산동, 철산시장)",경기도 광명시 철산동 440번지,37.4750730602,126.8703455014
고양시,대규모점포,일산시장,,10342,경기도 고양시 일산서구 일청로12번길 9 (일산동),경기도 고양시일산서구 일산동 617-20호,37.6856543,126.7708718
성남시,대규모점포,홈플러스(주) 익스프레스 푸른마을점,,463-020,경기도 성남시 분당구 불정로 255 (수내동),경기도 성남시 분당구 수내동 83번지 3호,37.3669317506,127.1264238083
성남시,대규모점포,홈플러스(주),,463833,"경기도 성남시 분당구 내정로 58, 1층 101~105호 (정자동)",경기도 성남시 분당구 정자동 117번지 1호   101~105호,37.3653113592,127.1151579295
성남시,대규모점포,GS수퍼마켓 미래점,,463819,"경기도 성남시 분당구 불정로376번길 37 (서현동,(312-4))",경기도 성남시 분당구 서현동 312번지 3호 (312-4),37.3715930,127.1393493
고양시,대규모점포,홈플러스(주) 일산점,,410-837,경기도 고양시 일산동구 중앙로1275번길 64 (장항동),경기도 고양시 일산동구 장항동 755번지,37.6590645766,126.7688671725
남양주시,대규모점포,롯데쇼핑(주)롯데마트덕소점,,12211,경기도 남양주시 와부읍 월문천로 33,경기도 남양주시 와부읍 덕소리 501-3호,37.5846939717,127.2140227766
이천시,대규모점포,롯데쇼핑(주) 롯데슈퍼 마장휴게소점,,17384,경기도 이천시 마장면 중부고속도로 82,경기도 이천시 마장면 목리 산 13번지 32호,37.2627442492,127.4084798710
의정부시,대규모점포,롯데쇼핑(주) 마그넷 의정부점,,11787,경기도 의정부시 산단로76번길 116 (용현동),경기도 의정부시 용현동 527번지 1호   ,37.7427411,127.0842073
화성시,대규모점포,우정프라자(주),,18313,경기도 화성시 봉담읍 삼천병마로 1271,경기도 화성군 봉담읍 상리 31-3호   ,37.2199477896,126.9480582216
포천시,대규모점포,롯데쇼핑(주) 롯데슈퍼 포천일동점,,487-851,경기도 포천시 일동면 화동로 1072,경기도 포천시 일동면 기산리 82번지 35호,37.9587528035,127.3190366810
화성시,대규모점포,홈플러스(주) 화성향남점,,445-926,경기도 화성시 향남읍 향남로 402,경기도 화성시 향남읍 행정리 487번지 1호,37.1307280406,126.9218562332
부천시,대규모점포,부천농축수산물 유통센터,,14694,경기도 부천시 경인옛로 40,경기도 부천시 소사구소사본동 133번지 14  호,37.4805411395,126.7963072955
성남시,대규모점포,AK PLAZA,,463-721,경기도 성남시 분당구 황새울로360번길 42 (서현동),경기도 성남시 분당구 서현동 263번지 삼성플라자,37.3851007981,127.1227076252
군포시,대규모점포,LOTTE FITIN 산본점,,15866,경기도 군포시 번영로 485 (산본동),경기도 군포시 산본동 1145-6번지,37.3577955365,126.9306318579
안양시,대규모점포,(주)뉴코아아울렛 평촌점,,14073,경기도 안양시 동안구 동안로 119 (호계동),경기도 안양시동안구 호계동 1039번지 3호,37.3892156001,126.9512140946
성남시,대규모점포,현대백화점 판교점,,13529,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 (백현동)",경기도 성남시 분당구 백현동 541 현대백화점 판교점,37.3927822598,127.1120948679
부천시,대규모점포,부천터미널 소풍,,14545,경기도 부천시 원미구 송내대로 239 (상동),경기도 부천시 원미구상동 539번지 1호,37.5041752477,126.7566905848
수원시,대규모점포,정자종합시장,,16314,경기도 수원시 장안구 수성로261번길 16 (정자동),경기도 수원시장안구 정자동 73번지 10호   ,37.2906893723,127.0009054604
